id,name,type,acidity,fizziness,intensity,sweetness,tannin,flavor1,flavor2,flavor3,flavor4,flavor5,average_rating,price_amount,price_currency,review_count,food_ids,food_names
1128691,Profile,Bordeaux Blend,3.818125,,4.7877455,1.6756719,3.4517992,oak,vanilla,blackberry,chocolate,cherry,4.5,137.00768836167515,USD,2665,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
93974,Zeus I,Bordeaux Blend,2.5,,5,1,3.6266668,black fruit,blackberry,plum,vanilla,oak,4.5,89.21430870062566,USD,97,4; 5; 9; 20,Beef; Pasta; Veal; Poultry
1187200,Musigny Grand Cru (Cuveé Vieilles Vignes),Côte de Nuits Red,4.129953,,3.1074696,1.856695,2.669146,leather,raspberry,cherry,minerals,strawberry,4.6,971.5942466358772,USD,3807,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1100932,Cannubi San Lorenzo - Ravera Barolo,Barolo,4.4926915,,3.6200178,1.7414048,4.348831,leather,cherry,earthy,raspberry,tobacco,4.5,508.61980696374775,USD,1255,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
1406364,Gevrey Chambertin 1er Cru 'Aux Combottes',Côte de Nuits Red,4.192679,,3.0581417,1.7817779,2.8135638,oak,leather,strawberry,mushroom,cherry,4.4,456.4536729161839,USD,1082,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1172428,Vosne-Romanée Clos du Chateau Monopole,Côte de Nuits Red,4.0777864,,2.9102237,1.9711686,2.5383239,raspberry,oak,cherry,strawberry,leather,4.6,1760.6070241052807,USD,1395,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
32884,GR Reserve Shiraz,Shiraz,2.8526053,,4.7160506,1.9145377,2.9656303,plum,oak,blackberry,black fruit,chocolate,4.5,127.13038989839158,USD,359,4; 8; 11,"Beef; Lamb; Game (deer, venison)"
1595135,Volnay 1er Cru 'Clos des Ducs' Monopole,Côte de Beaune Red,3.8745978,,2.7556794,1.7778316,2.4000375,cherry,raspberry,strawberry,earthy,leather,4.3,567.3067077672571,USD,2116,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
2125888,Richebourg Grand Cru,Côte de Nuits Red,4.3602457,,3.270246,1.7125409,2.8956966,leather,pepper,tree bark,chocolate,blueberry,4.5,684.6805093742759,USD,79,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1099243,Pomerol,Pomerol,3.3572013,,4.2747216,1.8147937,3.4881897,oak,plum,chocolate,leather,vanilla,4.2,104.33226809512774,USD,6022,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1241604,Richebourg Grand Cru,Côte de Nuits Red,4.1895022,,3.0898142,2.0556102,2.7179127,cherry,leather,raspberry,earthy,forest floor,4.5,762.9297104456217,USD,1384,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1137843,Clos-Vougeot Grand Cru Le Grand Maupertui,Côte de Nuits Red,3.9593549,,3.0433612,1.8679891,2.5695934,raspberry,oak,cherry,strawberry,earthy,4.4,384.7252386007836,USD,1286,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
20640,Ermitage l'Ermite,Hermitage,3.5516503,,4.57411,1.7145406,4.0720873,leather,pepper,black fruit,minerals,blackberry,4.5,384.7252386007836,USD,2108,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1447267,Barolo Ravera,Barolo,4.6060896,,3.7931154,1.3982942,4.389314,leather,cherry,tobacco,tar,oak,4.3,495.5782734518568,USD,1043,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
1219509,Camí Pesseroles,Priorat Red,3.5478683,,4.579844,1.807373,3.3790946,oak,blackberry,cherry,leather,earthy,4.5,91.29073458323678,USD,1146,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1624564,Meursault 1er Cru 'Clos des Bouchères' Monopole,Côte de Beaune White,3.486849,,3.6388214,1.5448642,,minerals,citrus,butter,oak,stone,4.5,730.3258766658943,USD,873,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
92273,Charmes-Chambertin Grand Cru,Côte de Nuits Red,4.1005635,,3.027046,1.9542329,2.757214,earthy,red fruit,leather,strawberry,smoke,4.4,489.05750669591134,USD,705,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1099307,Pomerol,Pomerol,3.371408,,4.1064234,1.799046,3.5614085,leather,chocolate,black fruit,tobacco,oak,4.5,1910.584659492027,USD,3429,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1207796,Châteauneuf-du-Pape Cuvée Marie Beurrier,Châteauneuf-du-Pape Red,3.2142622,,4.4897866,1.9805298,3.1593792,leather,licorice,blackberry,oak,earthy,4.5,254.30990348187387,USD,1310,8; 10; 20,Lamb; Pork; Poultry
81211,Clos Vougeot Grand Cru,Côte de Nuits Red,4.155661,,3.2202845,1.5982869,2.837176,earthy,strawberry,red fruit,oak,cherry,4.4,273.87220374971037,USD,3137,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1192287,Châteauneuf-du-Pape Le Secret Des Sabon,Châteauneuf-du-Pape Red,3.1519299,,4.4378347,1.9662448,2.8936722,leather,blackberry,earthy,plum,tobacco,4.5,215.18530294620098,USD,1031,8; 10; 20,Lamb; Pork; Poultry
1100484,Meursault,Côte de Beaune White,3.336798,,3.6876926,1.5868193,,citrus,minerals,oak,butter,honey,4.4,880.3035120526404,USD,977,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
1983498,Ermitage Le Méal,Hermitage,3.5249097,,4.6293154,1.8754143,4.0052056,leather,honey,tobacco,blackberry,minerals,4.5,156.49840214269162,USD,2097,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
77449,Barolo Rocche di Castiglione,Barolo,4.6209793,,3.7571244,1.8083614,4.372149,leather,cherry,oak,red fruit,tar,4.4,489.05750669591134,USD,1351,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
2243780,Stone Cairn,Cabernet Sauvignon,3.9449458,,3.974586,1.3570806,3.9121242,chocolate,cherry,vanilla,black cherry,oak,4.2,70.09695683620589,USD,488,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
87236,Mazoyères-Chambertin Grand Cru (Vieilles Vignes),Côte de Nuits Red,4.170124,,3.227238,1.999205,2.6041932,oak,cherry,earthy,leather,raspberry,4.4,423.84983913645647,USD,874,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1648397,Bâtard-Montrachet Grand Cru,Côte de Beaune White,3.345389,,3.879534,1.7086632,,oak,vanilla,citrus,butter,lemon,4.6,645.5559088386029,USD,500,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
1545091,Clos de Vougeot Grand Cru,Côte de Nuits Red,4.193639,,3.184302,1.756355,2.8548377,oak,leather,earthy,red fruit,mushroom,4.3,567.3067077672571,USD,580,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
4450651,Barbaresco Riserva,Barbaresco,4.367559,,3.546618,1.1085882,4.1956763,earthy,cherry,tar,tobacco,leather,4.4,143.45686863080064,USD,278,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
779854,Chambolle-Musigny Premier Cru 'Les Amoureuses',Côte de Nuits Red,4.0030837,,2.7271118,1.7871307,2.3069346,strawberry,raspberry,earthy,cherry,leather,4.4,476.01597318402037,USD,378,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
6200,Brunello di Montalcino,Brunello,3.8020525,,3.2620091,1.5215853,3.502682,cherry,leather,oak,earthy,tobacco,4.2,79.65563276841577,USD,5858,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1236015,Echézeaux Grand Cru,Côte de Nuits Red,4.2470465,,3.0179355,1.6145556,2.9128435,earthy,cherry,plum,truffle,red fruit,4.4,293.4345040175468,USD,646,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1174845,Sauternes (Premier Grand Cru Classé),Sauternes,4.3447123,,4.742332,4.8777566,,honey,apricot,caramel,peach,marmalade,4.3,541.2236407434752,USD,18853,37; 38,Fruity desserts; Blue cheese
32114,Chambertin Grand Cru,Côte de Nuits Red,4.192323,,3.3446264,2.089279,2.8581107,strawberry,minerals,red fruit,black cherry,cherry,4.3,358.64217157700165,USD,372,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1128189,Chambertin Clos de Bèze Grand Cru,Côte de Nuits Red,4.0483184,,3.0395277,1.7702149,2.7470438,cherry,oak,strawberry,earthy,red fruit,4.4,749.8881769337307,USD,1051,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
86666,Charmes-Chambertin Grand Cru,Côte de Nuits Red,4.1976237,,3.1945336,1.8854308,2.8173585,leather,black fruit,oak,vanilla,mushroom,4.4,515.1405737196933,USD,745,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1212478,Clos de Vougeot Grand Cru,Côte de Nuits Red,4.1370053,,3.073548,1.6141088,2.6729481,leather,earthy,cherry,raspberry,red fruit,4.3,254.30990348187387,USD,1971,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
74346,Cos d'Estournel,Saint-Estèphe,4.198847,,4.1933737,1.6656849,4.228504,leather,tobacco,oak,earthy,black fruit,4.4,130.4153351189097,USD,46373,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1159878,Châteauneuf-du-Pape,Châteauneuf-du-Pape Red,3.0707068,,4.5761385,1.8589462,2.8738842,cherry,leather,plum,raspberry,pepper,4.4,241.26836996998293,USD,16684,8; 10; 20,Lamb; Pork; Poultry
1644035,Stags Leap District Cabernet Sauvignon,Cabernet Sauvignon,3.4134684,,4.7604976,1.568171,3.4067144,oak,blackberry,tobacco,chocolate,leather,4.4,109.12821689272961,USD,9206,4; 8; 11; 17; 20,"Beef; Lamb; Game (deer, venison); Mature and hard cheese; Poultry"
1207722,Poggio Al Vento Brunello di Montalcino Riserva,Brunello,3.74803,,3.3251114,1.6136239,3.6142156,leather,tobacco,cherry,oak,earthy,4.4,215.18530294620098,USD,4935,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1136381,Cabernet Sauvignon,Cabernet Sauvignon,3.4152265,,4.7603498,1.5392777,3.3911796,oak,blackberry,vanilla,plum,leather,4.3,89.21430870062566,USD,43092,4; 8; 11; 17; 20,"Beef; Lamb; Game (deer, venison); Mature and hard cheese; Poultry"
1167555,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.3837316,,4.240548,1.7172437,3.529049,oak,leather,plum,tobacco,blackberry,4.4,65.20766755945485,USD,3674,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
86685,Scharzhofberger Riesling Kabinett,Riesling,4.6954083,,2.9696217,2.3241923,,minerals,honey,peach,apricot,citrus,4.4,60.53828090399599,USD,3351,10; 13; 15; 20; 41,Pork; Shellfish; Spicy food; Poultry; Cured Meat
78759,Tauleto Sangiovese,Red,2.5766888,,3.797654,1.9794679,2.8619213,oak,vanilla,blackberry,cherry,tobacco,4.4,66.91073152546926,USD,2803,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
4134168,Le Argille Cabernet di Cabernet,Red,2.4331295,,4.005381,2.335883,2.8826358,plum,blackberry,vanilla,tobacco,pepper,4.4,70.09695683620589,USD,2011,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
80045,Margaux (Grand Cru Classé),Margaux,4.148254,,3.8214169,1.6354443,3.8246737,oak,leather,tobacco,black fruit,earthy,4.3,215.18530294620098,USD,24855,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
12008,Falletto Barolo,Barolo,4.7025847,,3.6722739,1.6767647,4.2936444,cherry,leather,tar,raspberry,strawberry,4.4,1434.5686863080066,USD,1948,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
13689,Château Giscours (Grand Cru Classé),Margaux,4.174521,,3.7939694,1.5760869,3.8319962,leather,oak,tobacco,blackberry,blackcurrant,4.3,101.07727378058968,USD,46791,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
22685,Saint-Julien (Grand Cru Classé),Saint-Julien,4.214648,,3.8093026,1.669022,3.9122608,leather,oak,tobacco,cedar,blackcurrant,4.3,130.4153351189097,USD,39457,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
79762,Pauillac (Grand Cru Classé),Pauillac,4.18994,,4.180123,1.6943386,4.2181416,leather,tobacco,oak,cassis,cedar,4.4,156.49840214269162,USD,39735,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1186482,Gevrey-Chambertin 1er Cru Lavaux St-Jacques,Côte de Nuits Red,4.120625,,3.0220468,1.9611038,2.6054845,oak,cherry,raspberry,strawberry,earthy,4.4,775.9712439575126,USD,1771,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1647685,Vigneto Bellavista Chianti Classico,Chianti Classico,3.853179,,3.2264063,1.9125214,3.697655,tobacco,leather,cherry,licorice,red fruit,4.4,117.37380160701872,USD,1500,4; 5; 9; 41,Beef; Pasta; Veal; Cured Meat
1105697,Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,3.9665883,,2.8342803,1.8094896,2.9394896,leather,coffee,smoke,blueberry,earthy,4.4,736.8466434218398,USD,1473,4; 5; 9; 10,Beef; Pasta; Veal; Pork
22721,Flaccianello della Pieve,Red,3.199784,,3.4950142,1.7209994,3.173771,leather,oak,tobacco,cherry,plum,4.5,345.6006380651107,USD,22967,4; 8; 9; 20; 41,Beef; Lamb; Veal; Poultry; Cured Meat
98782,Garnacha,Grenache,3.0787992,,4.8183985,1.8860002,2.8835099,vanilla,oak,blackberry,chocolate,plum,4.4,42.39037297708031,USD,14506,4; 5; 8; 11; 20,"Beef; Pasta; Lamb; Game (deer, venison); Poultry"
1247309,Cava Kripta Gran Reserva Brut Nature,Cava,3.5035663,3.6309264,2.9440966,,,brioche,citrus,apple,toast,cream,4.4,47.793379661049464,USD,3769,13; 27; 28; 40; 41,Shellfish; Appetizers and snacks; Lean fish; Aperitif; Cured Meat
86829,Don PX Gran Reserva,Fortified,2.2165916,,4.107978,4.0477343,,raisin,chocolate,coffee,caramel,fig,4.4,53.528585220375405,USD,6657,37; 38; 40,Fruity desserts; Blue cheese; Aperitif
80472,Saint-Estèphe (Grand Cru Classé),Saint-Estèphe,4.251484,,4.189489,1.6272861,4.3585267,leather,tobacco,oak,black fruit,cedar,4.3,202.14376943431,USD,37969,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1507362,Charmes-Chambertin Grand Cru,Côte de Nuits Red,4.144972,,3.139371,1.7200867,2.6048892,cherry,red fruit,strawberry,earthy,oak,4.4,195.62300267836451,USD,1209,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1769969,Corton-Charlemagne Grand Cru,Côte de Beaune White,3.3194473,,3.777146,1.9485561,,honey,minerals,oak,butter,citrus,4.4,254.30990348187387,USD,1158,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
83170,Bandol Cuvée Cabassaou,Red,3.1200938,,3.7970026,2.079355,3.6970427,leather,blackberry,licorice,earthy,pepper,4.4,195.62300267836451,USD,1108,4; 8; 11; 34,"Beef; Lamb; Game (deer, venison); Mushrooms"
1707497,Les Preuses Chablís Grand Cru,Chablis,3.9395585,,3.1610603,1.5278856,,minerals,citrus,honey,stone,apple,4.4,449.9329061602384,USD,1106,10; 12; 13; 35,"Pork; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese"
23331,Papa Syrah,Syrah,3.0085897,,4.594487,1.5260257,3.7660255,cherry,vanilla,oak,tobacco,cedar,4.7,808.57507773724,USD,150,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
5089513,Rattrapante Grenache,Grenache,3.2702565,,3.29641,2.2410254,2.9825642,vanilla,licorice,oak,plum,pepper,4.8,952.0319463680407,USD,127,4; 8; 15; 19; 20,Beef; Lamb; Spicy food; Vegetarian; Poultry
2080162,Hommage à Jacques Perrin Châteauneuf-du-Pape,Châteauneuf-du-Pape Red,3.1113446,,4.6436524,1.7694485,2.8998718,leather,blackberry,pepper,black fruit,tobacco,4.5,1023.760380683441,USD,6639,8; 10; 20,Lamb; Pork; Poultry
83919,Montrachet Grand Cru,Côte de Beaune White,3.218686,,3.9066424,2.1419673,,honey,peach,citrus,pineapple,minerals,4.7,14332.645329568175,USD,2049,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
2273709,La Romanee Grand Cru Monopole,Côte de Nuits Red,4.1110954,,3.0144768,2.0028636,2.4393628,black fruit,oak,red fruit,vanilla,leather,4.7,7564.089436896762,USD,672,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1629715,Chambertin Clos de Beze Grand Cru,Côte de Nuits Red,4.2107334,,3.1568244,1.8083233,2.7370312,leather,cherry,minerals,earthy,strawberry,4.7,5477.444074994207,USD,1622,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
82025,Cabernet Sauvignon,Cabernet Sauvignon,3.3676467,,4.5569944,2.0179422,3.5409992,vanilla,blackberry,chocolate,oak,blackcurrant,4.7,5738.274745232026,USD,4134,4; 8; 11; 17; 20,"Beef; Lamb; Game (deer, venison); Mature and hard cheese; Poultry"
1140747,Essencia,N/A,,,,,,honey,peach,raisin,apple,apricot,4.7,700.9695683620588,USD,424,N/A,N/A
87552,Châteauneuf-du-Pape,Châteauneuf-du-Pape Red,3.0981333,,4.3459873,2.0879395,2.790848,leather,strawberry,cherry,raspberry,red fruit,4.7,1141.1341822904596,USD,8061,8; 10; 20,Lamb; Pork; Poultry
23627,Saint-Julien (Grand Cru Classé),Saint-Julien,4.1769524,,3.8068705,1.5823787,3.832096,leather,tobacco,oak,cassis,cedar,4.3,143.45686863080064,USD,27375,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
10922,Hermitage La Chapelle Rouge,Hermitage,3.4837608,,4.6259694,1.6899922,3.9973168,leather,pepper,blackberry,earthy,smoke,4.4,136.93610187485518,USD,16161,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
5313010,Le Petit Cheval Bordeaux Blanc,White,2.983773,,3.639337,2.0267043,,tropical,citrus,pineapple,oak,vanilla,4.4,208.6645361902555,USD,1005,10; 19; 20; 27; 28,Pork; Vegetarian; Poultry; Appetizers and snacks; Lean fish
1664699,Montes Alpha M Red,Bordeaux Blend,2.9922893,,4.6883836,1.7639664,3.5910234,oak,vanilla,blackcurrant,leather,tobacco,4.3,101.95920994357219,USD,19773,4; 5; 9; 20,Beef; Pasta; Veal; Poultry
1955992,Les Ursules Champagne,Champagne,4.498364,4.031746,3.7314918,,,minerals,apple,citrus,cream,honey,4.4,332.5591045532197,USD,876,10; 12; 13; 35,"Pork; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese"
20643,Ermitage Le Méal Blanc,White,2.3875082,,3.767264,2.3112094,,honey,peach,apricot,minerals,vanilla,4.4,182.58146916647357,USD,829,10; 12; 17; 20; 41,"Pork; Rich fish (salmon, tuna etc); Mature and hard cheese; Poultry; Cured Meat"
1668566,Gevrey-Chambertin 1er Cru Les Cazetiers,Côte de Nuits Red,4.093001,,2.8337886,1.8496766,2.5570264,strawberry,forest floor,cherry,red fruit,blueberry,4.4,1238.945683629642,USD,770,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1604529,Grands Échezeaux Grand Cru,Côte de Nuits Red,3.9748855,,3.230607,1.8878887,2.738935,cherry,strawberry,oak,leather,raspberry,4.4,580.348241279148,USD,736,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1108065,Altaïr,N/A,,,,,,oak,blackberry,vanilla,chocolate,cassis,4.4,140.51253620348544,USD,8519,N/A,N/A
79928,Meursault-Genevrières Premier Cru,Côte de Beaune White,3.2561204,,3.827801,1.9561676,,butter,citrus,honey,oak,lemon,4.4,736.8466434218398,USD,719,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
98195,Margaux (Grand Cru Classé),Margaux,4.2000413,,3.8222833,1.5988823,3.8153996,leather,oak,tobacco,blackberry,earthy,4.2,123.8945683629642,USD,17049,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1268,St. Henri Shiraz,Shiraz,3.0137796,,4.6129932,1.9526802,3.0991826,oak,blackberry,plum,chocolate,pepper,4.4,89.73816301291717,USD,18466,4; 8; 11,"Beef; Lamb; Game (deer, venison)"
82613,Pessac-Léognan (Grand Cru Classé de Graves),Pessac-Léognan,4.208178,,4.197429,1.6897993,4.2268596,leather,oak,tobacco,blackberry,smoke,4.4,202.14376943431,USD,29595,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1128976,Clos de la Roche Grand Cru,Côte de Nuits Red,4.129779,,3.1841638,2.4561765,2.7434587,leather,black fruit,black cherry,smoke,dark fruit,4.4,1167.2172493142416,USD,634,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1098876,Richebourg Grand Cru,Côte de Nuits Red,4.329084,,3.133706,1.6614841,2.8556063,earthy,mushroom,oak,black cherry,minerals,4.4,1532.380187647189,USD,609,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
73478,Haut-Médoc (3éme Grand Cru Classé en 1855),Haut-Médoc,4.168641,,4.1239886,1.6402929,4.159774,leather,tobacco,oak,blackcurrant,earthy,4.2,91.29073458323678,USD,21198,4; 8; 11,"Beef; Lamb; Game (deer, venison)"
79273,Saint-Julien (Grand Cru Classé),Saint-Julien,4.1440573,,3.7953677,1.5948558,3.780596,leather,oak,tobacco,blackcurrant,earthy,4.2,273.87220374971037,USD,47135,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1172667,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.3514857,,4.212113,1.6068811,3.5720599,oak,plum,blackberry,leather,vanilla,4.2,125.85589977409693,USD,5151,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1546518,Clos de Vougeot Grand Cru,Côte de Nuits Red,4.187341,,2.9091182,1.8834176,2.703821,earthy,raspberry,leather,strawberry,cherry,4.4,2536.5782680627935,USD,532,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1693766,Charmes-Chambertin Grand Cru,Côte de Nuits Red,3.7458916,,3.0087047,1.5604565,2.4596817,leather,raspberry,cherry,smoke,mushroom,4.4,345.6006380651107,USD,530,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1186481,Gevrey-Chambertin 1er Cru Les Champeaux,Côte de Nuits Red,4.162024,,3.1391106,1.8003114,2.582973,mushroom,leather,red fruit,oak,raspberry,4.4,319.5175710413287,USD,522,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
71274,Purple Angel,Bordeaux Blend,3.049233,,4.632369,1.7777145,3.1235514,oak,blackberry,vanilla,chocolate,plum,4.4,57.35205559325936,USD,22807,4; 5; 9; 20,Beef; Pasta; Veal; Poultry
1206612,Charmes-Chambertin Grand Cru,Côte de Nuits Red,4.0813117,,3.211243,2.0867856,2.705872,leather,raspberry,strawberry,earthy,cherry,4.4,704.2428096421123,USD,457,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
84918,Puligny-Montrachet,Côte de Beaune White,3.2539017,,3.6953487,1.7394705,,oak,citrus,butter,minerals,honey,4.4,241.26836996998293,USD,9716,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
1913596,Tokaji Aszú 5 Puttonyos,Tokaji Aszú,4.954774,,3.1685696,4.934342,,honey,apricot,peach,marmalade,dried apricot,4.5,121.07656180799198,USD,5962,16; 38,Sweet desserts; Blue cheese
87506,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.3031502,,4.2130966,1.4881357,3.3964758,leather,plum,blackberry,oak,earthy,4.1,65.20766755945485,USD,7692,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1622695,Johann Georg Old Vine Shiraz,Shiraz,2.8654325,,4.681672,2.0928369,3.183885,plum,oak,blackberry,chocolate,vanilla,4.4,229.40822237303743,USD,390,4; 8; 11,"Beef; Lamb; Game (deer, venison)"
1192888,Saint-Joseph,Saint-Joseph,3.5396366,,4.2203517,1.6630026,3.3523746,pepper,blackberry,black olive,leather,smoke,4.2,163.0191688986371,USD,4532,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1255276,Clos de la Roche Grand Cru,Côte de Nuits Red,4.201633,,3.0813766,1.7081782,2.6909044,cherry,vanilla,mushroom,oak,earthy,4.4,319.5175710413287,USD,368,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1630135,Échézeaux Grand Cru,Côte de Nuits Red,4.1431365,,3.0882804,2.0797122,2.7908201,oak,raspberry,minerals,red fruit,dark fruit,4.4,6455.5590883860295,USD,367,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
24084,Chambertin Clos de Bèze Grand Cru,Côte de Nuits Red,4.425075,,3.0366523,1.8151073,2.7783155,raspberry,cherry,red fruit,oak,red cherry,4.4,423.84983913645647,USD,348,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1787351,Clos Syrah Léone,Red,3.7501497,,4.004612,1.576016,3.6717653,leather,earthy,pepper,smoke,black fruit,4.4,117.37380160701872,USD,2986,4; 5; 9,Beef; Pasta; Veal
84906,Puligny-Montrachet 1er Cru Les Pucelles,Côte de Beaune White,3.2811477,,3.7930424,1.9093417,,oak,butter,minerals,citrus,honey,4.5,730.3258766658943,USD,4038,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
1895902,Clos Vougeot Grand Cru,Côte de Nuits Red,4.2800145,,2.9793277,1.6798244,2.7130408,cherry,red fruit,raspberry,earthy,leather,4.4,228.22683645809195,USD,296,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1145360,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Saint-Émilion,3.3816366,,4.127027,1.6905147,3.4699101,oak,plum,leather,blackberry,vanilla,4.3,176.06070241052808,USD,13546,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1389505,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Saint-Émilion,3.3024006,,4.2054987,1.8211462,3.4624677,oak,vanilla,leather,tobacco,blackcurrant,4.3,84.7699678272913,USD,12458,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
16778,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Saint-Émilion,3.3900015,,4.101351,1.6483047,3.4490118,leather,tobacco,oak,plum,earthy,4.4,241.26836996998293,USD,26426,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1270116,Chambolle-Musigny Premier Cru 'Les Feusselottes',Côte de Nuits Red,3.9052904,,2.677137,1.5966281,2.4582415,raspberry,oak,strawberry,vanilla,cherry,4.4,684.6805093742759,USD,276,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
